Make,Model,Injury.Severity,Event.Date,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Weather.Condition
Cessna,310P,Non-Fatal,1992-04-22,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Glaser-dirks,DG-600/18M,Fatal(1),1992-04-22,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Lockheed,L-1011-385,Incident,1992-04-23,3.0,0.0,0.0,0.0,308.0,Landing,VMC
Cessna,401,Fatal(1),1992-04-23,2.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Mcdonnell Douglas,DC-8F-55,Non-Fatal,1992-04-23,4.0,0.0,0.0,0.0,6.0,Landing,VMC
Cessna,172N,Non-Fatal,1992-04-23,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Grumman American,AA-1B,Non-Fatal,1992-04-23,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Cessna,172N,Non-Fatal,1992-04-23,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-25-235,Non-Fatal,1992-04-23,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Schweizer,G-164B,Non-Fatal,1992-04-23,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,152,Non-Fatal,1992-04-23,1.0,0.0,1.0,1.0,2.0,Cruise,VMC
Cessna,152,Non-Fatal,1992-04-23,1.0,0.0,1.0,1.0,2.0,Cruise,VMC
Piper,PA28-161,Non-Fatal,1992-04-23,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,S35,Fatal(2),1992-04-24,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Piper,PA-34-200,Non-Fatal,1992-04-24,2.0,0.0,0.0,0.0,6.0,Landing,VMC
Bellanca,17-30,Non-Fatal,1992-04-24,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Beech,35,Fatal(3),1992-04-25,1.0,3.0,0.0,0.0,0.0,Approach,VMC
Schweizer,SGS 1-34,Fatal(1),1992-04-25,0.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Beech,23A-19,Non-Fatal,1992-04-25,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Bellanca,17-30A,Fatal(2),1992-04-25,1.0,2.0,0.0,0.0,0.0,Cruise,IMC
Boeing,707-324C,Non-Fatal,1992-04-25,4.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Cessna,310R,Fatal(1),1992-04-26,2.0,1.0,0.0,0.0,0.0,Cruise,IMC
Cessna,172N,Non-Fatal,1992-04-26,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Piper,PA-38-112,Non-Fatal,1992-04-26,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Cessna,172RG,Non-Fatal,1992-04-26,1.0,0.0,2.0,0.0,1.0,Landing,VMC
Laister,NUGGET,Non-Fatal,1992-04-26,0.0,0.0,0.0,0.0,1.0,Cruise,VMC
Beech,V35B,Non-Fatal,1992-04-26,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Cessna,177RG,Non-Fatal,1992-04-26,1.0,0.0,0.0,0.0,4.0,Maneuvering,VMC
Piper,PA-32RT-300,Non-Fatal,1992-04-26,1.0,0.0,0.0,1.0,1.0,Maneuvering,VMC
Piper,PA-32-260,Non-Fatal,1992-04-26,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Boeing,A75N1,Non-Fatal,1992-04-26,1.0,0.0,0.0,1.0,1.0,Takeoff,VMC
Piper,PA-31-350,Non-Fatal,1992-04-27,2.0,0.0,0.0,0.0,3.0,Landing,VMC
Bellanca,7ECA,Non-Fatal,1992-04-27,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Larry E. Medlin,CHALLENGER II SPEC.,Non-Fatal,1992-04-27,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Bell,B206 II,Non-Fatal,1992-04-28,1.0,0.0,0.0,1.0,3.0,Maneuvering,IMC
Cessna,150G,Non-Fatal,1992-04-28,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Wishon,BABY GREAT LAKES,Non-Fatal,1992-04-28,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,180,Non-Fatal,1992-04-28,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172RG,Non-Fatal,1992-04-28,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Bell,BH47G,Non-Fatal,1992-04-28,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,140,Non-Fatal,1992-04-28,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Mooney,M20E,Fatal(1),1992-04-29,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Beech,C35,Non-Fatal,1992-04-29,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Bellanca,8GCBC,Non-Fatal,1992-04-29,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Schweizer,G-164B,Non-Fatal,1992-04-29,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-36-375,Non-Fatal,1992-04-29,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Grumman,G164,Non-Fatal,1992-04-30,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,182B,Non-Fatal,1992-04-30,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Mcdonnell Douglas,500E,Non-Fatal,1992-04-30,1.0,0.0,0.0,0.0,3.0,Cruise,VMC
Piper,PA-18A,Non-Fatal,1992-04-30,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Naval Aircraft Factory,N3N-3,Non-Fatal,1992-04-30,1.0,0.0,0.0,2.0,0.0,Landing,VMC
Bell,47-G2A,Non-Fatal,1992-04-30,1.0,0.0,1.0,1.0,0.0,Cruise,VMC
Cessna,172M,Non-Fatal,1992-05-01,1.0,0.0,2.0,0.0,0.0,Landing,VMC
Hughes,369E,Non-Fatal,1992-05-01,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Cessna,T210L,Non-Fatal,1992-05-01,1.0,0.0,0.0,6.0,0.0,Descent,VMC
Champion,7GCAA,Non-Fatal,1992-05-01,1.0,0.0,0.0,0.0,1.0,Go-around,VMC
Cessna,172E,Non-Fatal,1992-05-01,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Beech,A36,Fatal(1),1992-05-02,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Piper,PA-31-325,Non-Fatal,1992-05-02,2.0,0.0,2.0,0.0,0.0,Cruise,VMC
Beech,A23-24,Fatal(2),1992-05-02,1.0,2.0,0.0,0.0,0.0,Landing,VMC
Shewmaker,BD5,Non-Fatal,1992-05-02,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Cessna,172M,Non-Fatal,1992-05-02,1.0,0.0,0.0,0.0,3.0,Go-around,VMC
Piper,PA-28-140D,Non-Fatal,1992-05-02,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Schreder,RS-15,Fatal(1),1992-05-02,0.0,1.0,0.0,0.0,0.0,Approach,VMC
Pilatus,B-4 PC 11A,Fatal(1),1992-05-03,0.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,310Q,Fatal(3),1992-05-03,2.0,3.0,0.0,0.0,0.0,Takeoff,VMC
Sam R. Crowell,SH-2R,Fatal(2),1992-05-03,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,340,Fatal(5),1992-05-03,2.0,5.0,0.0,0.0,0.0,Unknown,UNK
Cessna,T210L,Non-Fatal,1992-05-03,1.0,0.0,0.0,4.0,0.0,Approach,VMC
Boeing,PT-17,Non-Fatal,1992-05-03,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,24,Non-Fatal,1992-05-03,1.0,0.0,2.0,1.0,0.0,Takeoff,VMC
Cessna,120,Non-Fatal,1992-05-03,1.0,0.0,1.0,0.0,0.0,Standing,VMC
Cessna,C-A185F,Non-Fatal,1992-05-03,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,C-170B,Non-Fatal,1992-05-03,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Boeing,757-222,Incident,1992-05-04,2.0,1.0,0.0,0.0,61.0,Standing,VMC
Cessna,172N,Non-Fatal,1992-05-04,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Let,L-13,Non-Fatal,1992-05-04,0.0,0.0,0.0,1.0,0.0,Approach,VMC
Piper,PA23-150,Non-Fatal,1992-05-04,2.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Robinson,R-22B,Non-Fatal,1992-05-04,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Champion,7ECA,Non-Fatal,1992-05-04,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Beech,A36,Fatal(1),1992-05-05,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Cessna,152,Fatal(1),1992-05-05,1.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Piper,PA-32-301,Fatal(3),1992-05-05,1.0,3.0,0.0,0.0,0.0,Go-around,IMC
Cessna,150H,Non-Fatal,1992-05-05,1.0,0.0,1.0,0.0,0.0,Landing,VMC
Rockwell,S2R,Non-Fatal,1992-05-05,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,180B,Non-Fatal,1992-05-05,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Piper,PA-28-181,Fatal(3),1992-05-06,1.0,3.0,0.0,0.0,0.0,Maneuvering,IMC
Robinson,R-22 BETA,Fatal(2),1992-05-06,1.0,2.0,0.0,0.0,0.0,Cruise,VMC
Schweizer,1-36,Non-Fatal,1992-05-06,0.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,182K,Non-Fatal,1992-05-06,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Gillespie/pitts,S1C,Non-Fatal,1992-05-06,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Hiller,UH-12E,Non-Fatal,1992-05-06,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Piper,PA-23-250,Incident,1992-05-07,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Fairchild,24W-40,Non-Fatal,1992-05-07,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,150F,Non-Fatal,1992-05-07,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-24-250,Non-Fatal,1992-05-07,1.0,0.0,0.0,3.0,1.0,Cruise,VMC
Lawrence H. Macey,QUICKSILVER GT500,Fatal(1),1992-05-08,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Robinson,R-22B,Fatal(1),1992-05-08,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Aviat,A-1,Non-Fatal,1992-05-08,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,150F,Non-Fatal,1992-05-08,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,C-180J,Non-Fatal,1992-05-08,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,180,Non-Fatal,1992-05-08,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Nanchang,YAK-18A,Fatal(2),1992-05-09,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,185,Non-Fatal,1992-05-09,1.0,0.0,0.0,0.0,10.0,Cruise,VMC
Corbus/winters,BD-5B,Non-Fatal,1992-05-09,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cedric Lewellen,SONERIA II,Non-Fatal,1992-05-09,1.0,0.0,1.0,0.0,0.0,Climb,VMC
Cessna,150G,Fatal(1),1992-05-09,1.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,182B,Non-Fatal,1992-05-09,1.0,0.0,1.0,1.0,1.0,Approach,VMC
Piper,PA-22,Non-Fatal,1992-05-09,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,172,Non-Fatal,1992-05-09,1.0,0.0,0.0,0.0,10.0,Cruise,VMC
Piper,PA-18,Fatal(3),1992-05-10,1.0,3.0,0.0,0.0,0.0,Maneuvering,VMC
Taylorcraft,F19,Fatal(2),1992-05-10,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,210M,Non-Fatal,1992-05-10,1.0,0.0,1.0,2.0,0.0,Approach,VMC
Cessna,177,Fatal(3),1992-05-10,1.0,3.0,0.0,0.0,0.0,Takeoff,VMC
Mcquen,GLASSAIR III,Non-Fatal,1992-05-10,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Forney,F-1,Non-Fatal,1992-05-10,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,182,Non-Fatal,1992-05-10,1.0,0.0,1.0,1.0,3.0,Takeoff,VMC
Cessna,150,Non-Fatal,1992-05-10,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Ercoupe (eng & Research Corp.),415-E,Non-Fatal,1992-05-10,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Burkhart Grob,G-103,Non-Fatal,1992-05-10,0.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,150,Non-Fatal,1992-05-10,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Avid Aircraft,FLYER HEAVY HAULER,Non-Fatal,1992-05-10,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,182J,Non-Fatal,1992-05-10,1.0,0.0,0.0,1.0,1.0,Takeoff,VMC
Ryan,ST-3KR,Non-Fatal,1992-05-11,1.0,0.0,0.0,1.0,1.0,Climb,VMC
Piper,PA-22-150,Non-Fatal,1992-05-11,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,172XP,Non-Fatal,1992-05-11,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,C-150K,Non-Fatal,1992-05-11,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-12,Non-Fatal,1992-05-12,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Robert Griffiths,KITFOX MOD II,Non-Fatal,1992-05-12,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Grumman,G-164A,Non-Fatal,1992-05-12,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Bellanca,7GCBC,Non-Fatal,1992-05-12,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Stinson,108-2,Non-Fatal,1992-05-12,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Boeing,767-222,Incident,1992-05-13,2.0,0.0,0.0,3.0,81.0,Takeoff,VMC
Air Tractor,AT-402,Non-Fatal,1992-05-13,1.0,0.0,0.0,0.0,2.0,Standing,VMC
Aerotek,PITTS S-1S,Non-Fatal,1992-05-13,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Brantly-hynes,B-2B,Non-Fatal,1992-05-13,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Beech,BE-200,Non-Fatal,1992-05-13,2.0,0.0,0.0,0.0,2.0,Climb,IMC
Air Tractor,AT-401,Non-Fatal,1992-05-13,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,150,Non-Fatal,1992-05-13,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,182M,Non-Fatal,1992-05-13,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Piper,PA-18-150,Non-Fatal,1992-05-13,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Boeing,737-200,Non-Fatal,1992-05-14,2.0,0.0,1.0,0.0,113.0,Descent,IMC
Ayres,S2R,Fatal(1),1992-05-14,1.0,1.0,0.0,0.0,0.0,Climb,VMC
Bellanca,8KCAB,Non-Fatal,1992-05-14,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-25-235,Non-Fatal,1992-05-14,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Air Tractor,AT-501,Non-Fatal,1992-05-14,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Schweizer,G-164D,Non-Fatal,1992-05-14,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Continental Copters,MK6B,Non-Fatal,1992-05-14,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Cessna,170B,Non-Fatal,1992-05-14,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-32-260,Fatal(6),1992-05-15,1.0,6.0,0.0,0.0,0.0,Takeoff,IMC
Grumman,G-164A,Non-Fatal,1992-05-15,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150M,Non-Fatal,1992-05-15,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-28-180,Non-Fatal,1992-05-15,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Aerospatiale,SA-341G,Fatal(2),1992-05-16,1.0,2.0,3.0,0.0,0.0,Maneuvering,VMC
Cessna,182A,Fatal(1),1992-05-16,1.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,172,Non-Fatal,1992-05-16,1.0,0.0,2.0,0.0,0.0,Landing,IMC
Beech,65,Fatal(2),1992-05-16,2.0,2.0,0.0,0.0,0.0,Cruise,IMC
E.e. Shilling,Q-2,Non-Fatal,1992-05-16,1.0,0.0,0.0,0.0,1.0,Climb,VMC
Beech,C23,Non-Fatal,1992-05-16,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,152,Non-Fatal,1992-05-16,1.0,0.0,1.0,1.0,0.0,Cruise,VMC
Beech,S35,Fatal(1),1992-05-17,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Mooney,M20F,Fatal(4),1992-05-17,1.0,4.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-25-235,Fatal(1),1992-05-17,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,172-P,Non-Fatal,1992-05-17,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Robinson,R22 BETA,Non-Fatal,1992-05-17,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-24-180,Non-Fatal,1992-05-17,1.0,0.0,0.0,0.0,2.0,Standing,VMC
Ercoupe (eng & Research Corp.),415C,Non-Fatal,1992-05-17,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
North American,NAVION,Non-Fatal,1992-05-17,1.0,0.0,0.0,2.0,0.0,Landing,VMC
Cessna,172P,Fatal(2),1992-05-18,1.0,2.0,0.0,0.0,0.0,Landing,VMC
Cessna,310K,Non-Fatal,1992-05-18,2.0,0.0,0.0,0.0,4.0,Descent,VMC
Cessna,R172E,Non-Fatal,1992-05-18,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Piper,PA-28-140,Non-Fatal,1992-05-18,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,188A,Non-Fatal,1992-05-19,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Taylorcraft,BL,Fatal(2),1992-05-19,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,172M,Non-Fatal,1992-05-19,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,150,Fatal(2),1992-05-20,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Piper,PA-28-161,Non-Fatal,1992-05-20,1.0,0.0,0.0,4.0,0.0,Takeoff,VMC
Cessna,188,Fatal(1),1992-05-20,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Schweizer,SGS-1-35C,Non-Fatal,1992-05-20,0.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,182Q,Non-Fatal,1992-05-20,1.0,0.0,1.0,1.0,0.0,Landing,VMC
Beech,77,Non-Fatal,1992-05-20,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150H,Fatal(1),1992-05-20,1.0,1.0,0.0,0.0,0.0,Maneuvering,IMC
James D. Bierly,VARI-EZ,Non-Fatal,1992-05-20,1.0,0.0,0.0,0.0,1.0,Go-around,VMC
Cessna,177B,Fatal(4),1992-05-21,1.0,4.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,A188A,Non-Fatal,1992-05-21,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Air Tractor,AT-301,Non-Fatal,1992-05-21,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Ercoupe (eng & Research Corp.),415-CD,Non-Fatal,1992-05-21,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Piper,PA-25-260,Non-Fatal,1992-05-21,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Cessna,150,Non-Fatal,1992-05-21,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-20,Non-Fatal,1992-05-21,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,172RG,Non-Fatal,1992-05-21,1.0,0.0,0.0,0.0,4.0,Approach,VMC
Cessna,172P,Non-Fatal,1992-05-21,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,U206E,Non-Fatal,1992-05-21,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Piper,PA-22,Non-Fatal,1992-05-21,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,172B,Fatal(1),1992-05-22,1.0,1.0,0.0,0.0,0.0,Unknown,VMC
Cessna,172N,Non-Fatal,1992-05-22,1.0,0.0,1.0,1.0,0.0,Approach,VMC
Aeronca,CHAMPION 7CCM,Non-Fatal,1992-05-22,1.0,0.0,0.0,2.0,0.0,Maneuvering,VMC
Cessna,A185F,Non-Fatal,1992-05-22,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cobb Intl,EXEC 90,Non-Fatal,1992-05-22,1.0,0.0,0.0,0.0,2.0,Descent,VMC
Piper,PA-12,Non-Fatal,1992-05-22,1.0,0.0,0.0,0.0,1.0,Go-around,VMC
Piper,J3C,Fatal(1),1992-05-23,1.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,150E,Non-Fatal,1992-05-23,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Donald E. Crocker,RV-6,Non-Fatal,1992-05-23,1.0,0.0,1.0,1.0,0.0,Landing,VMC
Questair,VENTURE,Non-Fatal,1992-05-23,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Schweizer,G-164B,Non-Fatal,1992-05-23,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Grumman,G-164B,Non-Fatal,1992-05-23,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Ardovino Mariucci,CRI-CRI MC-12,Non-Fatal,1992-05-23,2.0,0.0,0.0,1.0,0.0,Approach,VMC
Aeronca,O-58B,Non-Fatal,1992-05-23,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,172M,Non-Fatal,1992-05-23,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Piper,PA-28-180,Non-Fatal,1992-05-23,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Maule,M-5-210C,Fatal(1),1992-05-23,1.0,1.0,1.0,0.0,0.0,Cruise,VMC
Cessna,152,Non-Fatal,1992-05-23,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
De Havilland,DHC-2-T,Non-Fatal,1992-05-23,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Piper,PA-12-150,Non-Fatal,1992-05-23,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,172L,Fatal(1),1992-05-24,1.0,1.0,2.0,0.0,0.0,Maneuvering,VMC
Willis,HOMEBUILT GYROCOPTER,Fatal(1),1992-05-24,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Aerostar,AX-9 - S-66A,Non-Fatal,1992-05-24,0.0,0.0,1.0,0.0,5.0,Landing,VMC
Cessna,172B,Fatal(3),1992-05-24,1.0,3.0,0.0,0.0,0.0,Cruise,VMC
Cessna,185,Non-Fatal,1992-05-24,1.0,0.0,0.0,0.0,4.0,Takeoff,VMC
I.c.a. Brasov,IS-28B2,Non-Fatal,1992-05-24,0.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,T188C,Non-Fatal,1992-05-24,1.0,0.0,0.0,1.0,0.0,Climb,VMC
Cessna,175,Non-Fatal,1992-05-24,1.0,0.0,2.0,0.0,0.0,Takeoff,VMC
Piper,PA-32-300,Non-Fatal,1992-05-25,1.0,0.0,0.0,0.0,3.0,Maneuvering,IMC
Aerospatiale,TB-20,Non-Fatal,1992-05-25,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Schweitzer,MUSTANG II,Non-Fatal,1992-05-25,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Piper,PA-34-200,Non-Fatal,1992-05-25,2.0,0.0,0.0,0.0,3.0,Landing,VMC
Grumman,G-164C,Non-Fatal,1992-05-26,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Bellanca,17-30A,Non-Fatal,1992-05-26,1.0,0.0,0.0,1.0,1.0,Takeoff,VMC
Cessna,T210H,Non-Fatal,1992-05-26,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Mooney,M20F,Non-Fatal,1992-05-26,1.0,0.0,1.0,3.0,0.0,Approach,VMC
Cessna,210F,Non-Fatal,1992-05-26,1.0,0.0,0.0,0.0,1.0,Cruise,IMC
Piper,PA-12,Non-Fatal,1992-05-26,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Beech,S-35,Fatal(2),1992-05-27,1.0,2.0,0.0,0.0,0.0,Takeoff,IMC
Richard N. Burns,KR-2,Non-Fatal,1992-05-27,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Piper,PA-28-140,Non-Fatal,1992-05-27,1.0,0.0,0.0,2.0,0.0,Cruise,VMC
Cessna,182K,Non-Fatal,1992-05-27,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,182E,Non-Fatal,1992-05-27,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150M,Non-Fatal,1992-05-27,1.0,0.0,0.0,2.0,0.0,Landing,VMC
Piper,PA-25-235,Non-Fatal,1992-05-28,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Piper,PA-28-140,Non-Fatal,1992-05-29,1.0,0.0,0.0,1.0,0.0,Cruise,IMC
Aerospatiale,AS350B,Non-Fatal,1992-05-29,1.0,0.0,3.0,0.0,0.0,Cruise,IMC
Cessna,152,Non-Fatal,1992-05-29,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-60-602P,Non-Fatal,1992-05-29,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Champion,7GCB,Non-Fatal,1992-05-29,1.0,0.0,0.0,1.0,0.0,Taxi,VMC
Cessna,172-H,Fatal(1),1992-05-30,1.0,1.0,0.0,0.0,0.0,Go-around,VMC
A. H. Gettings,GLASSAIR SH2,Non-Fatal,1992-05-30,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Hughes,369D,Non-Fatal,1992-05-30,1.0,0.0,0.0,0.0,5.0,Cruise,VMC
Bellanca,7ACA,Non-Fatal,1992-05-30,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172L,Non-Fatal,1992-05-30,1.0,0.0,0.0,0.0,4.0,Approach,VMC
Enstrom,280FX,Non-Fatal,1992-05-30,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,172L,Non-Fatal,1992-05-30,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,185E,Non-Fatal,1992-05-30,1.0,0.0,0.0,3.0,0.0,Takeoff,VMC
Grumman,G-164B,Non-Fatal,1992-05-30,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,A150L,Fatal(2),1992-05-31,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,172RG,Fatal(1),1992-05-31,1.0,1.0,0.0,0.0,0.0,Descent,VMC
Schempp-hirth,VENTUS A/16.6,Non-Fatal,1992-05-31,0.0,0.0,1.0,0.0,0.0,Cruise,VMC
